Input,Input Type,MGI Gene/Marker ID,Symbol,Name,Feature Type
ZNF317,human symbol,MGI:107775,Zfp317,zinc finger protein 317,protein coding gene
ZNF318,human symbol,MGI:1889348,Zfp318,zinc finger protein 318,protein coding gene
ZNF319,human symbol,MGI:1890618,Zfp319,zinc finger protein 319,protein coding gene
ZNF32,human synonym,MGI:87934,Adra2a,"adrenergic receptor, alpha 2a",protein coding gene
ZNF32,human symbol,MGI:2448537,Zfp637,zinc finger protein 637,protein coding gene
ZNF320,human symbol,MGI:3779466,Gm5141,predicted gene 5141,protein coding gene
ZNF320,human symbol,MGI:99200,Zfp53,zinc finger protein 53,protein coding gene
ZNF320,human symbol,MGI:3652219,Zfp345,zinc finger protein 345,protein coding gene
ZNF320,human symbol,MGI:3053207,Zfp677,zinc finger protein 677,protein coding gene
ZNF320,human symbol,MGI:3040689,Zfp873,zinc finger protein 873,protein coding gene
ZNF320,human symbol,MGI:1924367,Zfp934,zinc finger protein 934,protein coding gene
ZNF320,human symbol,MGI:3036263,Zfp976,zinc finger protein 976,protein coding gene
ZNF320,human symbol,MGI:3836251,Zfp1004,zinc finger protein 1004,protein coding gene
ZNF322,human symbol,MGI:2442566,Zfp322a,zinc finger protein 322A,protein coding gene
ZNF324,rat synonym,MGI:2444641,Zfp324,zinc finger protein 324,protein coding gene
ZNF324B,human symbol,MGI:2444641,Zfp324,zinc finger protein 324,protein coding gene
ZNF326,human symbol,MGI:1927246,Zfp326,zinc finger protein 326,protein coding gene
ZNF329,human symbol,MGI:1921283,Zfp329,zinc finger protein 329,protein coding gene
ZNF331,,No associated gene,,,
ZNF333,human symbol,MGI:2142212,AW146154,expressed sequence AW146154,protein coding gene
ZNF333,human symbol,MGI:3780195,Gm2026,predicted gene 2026,protein coding gene
ZNF333,human symbol,MGI:3782813,Gm4631,predicted gene 4631,protein coding gene
ZNF333,human symbol,MGI:3782904,Gm4724,predicted gene 4724,protein coding gene
ZNF333,human symbol,MGI:3779623,Gm6710,predicted gene 6710,protein coding gene
ZNF333,human symbol,MGI:3782921,Gm14308,predicted gene 14308,protein coding gene
ZNF333,human symbol,MGI:3702875,Gm14325,predicted gene 14325,protein coding gene
ZNF333,human symbol,MGI:3709324,Gm14391,predicted gene 14391,protein coding gene
ZNF333,human symbol,MGI:3702412,Gm14430,predicted gene 14430,protein coding gene
ZNF333,human symbol,MGI:3702417,Gm14434,predicted gene 14434,protein coding gene
ZNF333,human symbol,MGI:1922865,Zfp933,zinc finger protein 933,protein coding gene
ZNF333,human symbol,MGI:3709288,Zfp966,zinc finger protein 966,protein coding gene
ZNF333,human symbol,MGI:3709638,Zfp967,zinc finger protein 967,protein coding gene
ZNF333,human symbol,MGI:1261426,Zfp971,zinc finger protein 971,protein coding gene
ZNF334,human symbol,MGI:2388656,Zfp334,zinc finger protein 334,protein coding gene
ZNF335,rat synonym,MGI:2682313,Zfp335,zinc finger protein 335,protein coding gene
ZNF337,,No associated gene,,,
ZNF33A,,No associated gene,,,
ZNF33B,,No associated gene,,,
ZNF34,,No associated gene,,,
ZNF341,rat synonym,MGI:2682937,Zfp341,zinc finger protein 341,protein coding gene
ZNF343,,No associated gene,,,
ZNF345,,No associated gene,,,
ZNF346,human symbol,MGI:1349417,Zfp346,zinc finger protein 346,protein coding gene
ZNF347,human symbol,MGI:108187,Zfp160,zinc finger protein 160,protein coding gene
ZNF35,human symbol,MGI:1277119,Zfp105,zinc finger protein 105,protein coding gene
ZNF350,,No associated gene,,,
ZNF354A,rat synonym,MGI:103172,Zfp354a,zinc finger protein 354A,protein coding gene
ZNF354B,human symbol,MGI:1351476,Zfp354b,zinc finger protein 354B,protein coding gene
ZNF354C,rat synonym,MGI:1353621,Zfp354c,zinc finger protein 354C,protein coding gene
ZNF358,human symbol,MGI:2153740,Zfp358,zinc finger protein 358,protein coding gene
ZNF362,human symbol,MGI:2652839,Zfp362,zinc finger protein 362,protein coding gene
ZNF365,rat synonym,MGI:2143676,Zfp365,zinc finger protein 365,protein coding gene
ZNF366,rat synonym,MGI:2178429,Zfp366,zinc finger protein 366,protein coding gene
ZNF367,rat synonym,MGI:2442266,Zfp367,zinc finger protein 367,protein coding gene
ZNF37A,,No associated gene,,,
ZNF382,rat synonym,MGI:3588204,Zfp382,zinc finger protein 382,protein coding gene
ZNF383,human symbol,MGI:1920979,Zfp383,zinc finger protein 383,protein coding gene
ZNF384,rat synonym,MGI:2443203,Zfp384,zinc finger protein 384,protein coding gene
ZNF385A,human symbol,MGI:1352495,Zfp385a,zinc finger protein 385A,protein coding gene
ZNF385B,human symbol,MGI:2444734,Zfp385b,zinc finger protein 385B,protein coding gene
ZNF385C,human symbol,MGI:3608347,Zfp385c,zinc finger protein 385C,protein coding gene
ZNF385D,,No associated gene,,,
ZNF391,,No associated gene,,,
ZNF394,rat synonym,MGI:1914485,Zkscan14,zinc finger with KRAB and SCAN domains 14,protein coding gene
ZNF395,human symbol,MGI:2682318,Zfp395,zinc finger protein 395,protein coding gene
ZNF396,,No associated gene,,,
ZNF397,rat synonym,MGI:1916506,Zfp397,zinc finger protein 397,protein coding gene
ZNF398,human symbol,MGI:1917856,Zfp398,zinc finger protein 398,protein coding gene
ZNF404,,No associated gene,,,
ZNF407,human symbol,MGI:2685179,Zfp407,zinc finger protein 407,protein coding gene
ZNF408,human symbol,MGI:2685857,Zfp408,zinc finger protein 408,protein coding gene
ZNF408,human synonym,MGI:1095400,Zfpm1,"zinc finger protein, multitype 1",protein coding gene
ZNF41,,No associated gene,,,
ZNF410,rat synonym,MGI:1289280,Zfp410,zinc finger protein 410,protein coding gene
ZNF414,rat synonym,MGI:3576625,Pram1,PML-RAR alpha-regulated adaptor molecule 1,protein coding gene
ZNF414,rat synonym,MGI:1915641,Zfp414,zinc finger protein 414,protein coding gene
ZNF415,human symbol,MGI:3779466,Gm5141,predicted gene 5141,protein coding gene
ZNF415,human symbol,MGI:99200,Zfp53,zinc finger protein 53,protein coding gene
ZNF415,human symbol,MGI:3652219,Zfp345,zinc finger protein 345,protein coding gene
ZNF415,human symbol,MGI:3053207,Zfp677,zinc finger protein 677,protein coding gene
ZNF415,human symbol,MGI:3040689,Zfp873,zinc finger protein 873,protein coding gene
ZNF415,human symbol,MGI:1924367,Zfp934,zinc finger protein 934,protein coding gene
ZNF415,human symbol,MGI:3036263,Zfp976,zinc finger protein 976,protein coding gene
ZNF415,human symbol,MGI:3836251,Zfp1004,zinc finger protein 1004,protein coding gene
ZNF416,,No associated gene,,,
ZNF417,,No associated gene,,,
ZNF418,rat synonym,MGI:2444763,Zfp418,zinc finger protein 418,protein coding gene
ZNF419,human symbol,MGI:2385265,Zfp772,zinc finger protein 772,protein coding gene
ZNF419,human symbol,MGI:1923623,Zfp773,zinc finger protein 773,protein coding gene
ZNF419,human symbol,MGI:1917764,Zfp954,zinc finger protein 954,protein coding gene
ZNF420,human symbol,MGI:2444666,Zfp420,zinc finger protein 420,protein coding gene
ZNF423,rat synonym,MGI:1891217,Zfp423,zinc finger protein 423,protein coding gene
ZNF425,,No associated gene,,,
ZNF426,rat synonym,MGI:1920248,Zfp426,zinc finger protein 426,protein coding gene
ZNF426,rat synonym,MGI:1924012,Zfp846,zinc finger protein 846,protein coding gene
ZNF428,human symbol,MGI:1916463,Zfp428,zinc finger protein 428,protein coding gene
ZNF429,human symbol,MGI:107768,Zfp87,zinc finger protein 87,protein coding gene
ZNF43,,No associated gene,,,
ZNF430,,No associated gene,,,
ZNF431,,No associated gene,,,
ZNF432,human symbol,MGI:3705222,Zfp600,zinc finger protein 600,protein coding gene
ZNF432,human symbol,MGI:3652002,Zfp1005,zinc finger protein 1005,protein coding gene
ZNF433,,No associated gene,,,
ZNF436,human symbol,MGI:99192,Zfp46,zinc finger protein 46,protein coding gene
ZNF438,human symbol,MGI:2444919,Zfp438,zinc finger protein 438,protein coding gene
ZNF439,,No associated gene,,,
ZNF44,,No associated gene,,,
ZNF440,,No associated gene,,,
ZNF441,,No associated gene,,,
ZNF442,,No associated gene,,,
ZNF443,,No associated gene,,,
ZNF444,rat synonym,MGI:1923365,Zfp444,zinc finger protein 444,protein coding gene
ZNF445,human symbol,MGI:2143340,Zfp445,zinc finger protein 445,protein coding gene
ZNF446,human symbol,MGI:2442185,Zfp446,zinc finger protein 446,protein coding gene
ZNF449,human symbol,MGI:1925869,Zfp449,zinc finger protein 449,protein coding gene
ZNF45,human symbol,MGI:107610,Zfp94,zinc finger protein 94,protein coding gene
ZNF451,human symbol,MGI:2137896,Zfp451,zinc finger protein 451,protein coding gene
ZNF454,rat symbol,MGI:1351476,Zfp354b,zinc finger protein 354B,protein coding gene
ZNF454,human symbol,MGI:2679253,Zfp454,zinc finger protein 454,protein coding gene
ZNF460,,No associated gene,,,
ZNF461,,No associated gene,,,
ZNF462,human symbol,MGI:107690,Zfp462,zinc finger protein 462,protein coding gene
ZNF467,rat synonym,MGI:1916160,Zfp467,zinc finger protein 467,protein coding gene
ZNF468,,No associated gene,,,
ZNF469,human symbol,MGI:2684868,Zfp469,zinc finger protein 469,protein coding gene
ZNF470,,No associated gene,,,
ZNF471,rat synonym,MGI:99175,Zfp28,zinc finger protein 28,protein coding gene
ZNF471,human symbol,MGI:107783,Zfp78,zinc finger protein 78,protein coding gene
ZNF473,rat synonym,MGI:2442697,Zfp473,zinc finger protein 473,protein coding gene
ZNF474,human synonym,MGI:1270153,Zfp106,zinc finger protein 106,protein coding gene
ZNF474,rat synonym,MGI:1914008,Zfp474,zinc finger protein 474,protein coding gene
ZNF479,,No associated gene,,,
ZNF48,human symbol,MGI:2384725,Zfp553,zinc finger protein 553,protein coding gene
ZNF480,,No associated gene,,,
ZNF483,rat synonym,MGI:3510405,Zkscan16,zinc finger with KRAB and SCAN domains 16,protein coding gene
ZNF484,human symbol,MGI:3651014,Zfp268,zinc finger protein 268,protein coding gene
ZNF484,human symbol,MGI:3705222,Zfp600,zinc finger protein 600,protein coding gene
ZNF484,human symbol,MGI:3040683,Zfp948,zinc finger protein 948,protein coding gene
ZNF485,human symbol,MGI:3648947,Zfp658,zinc finger protein 658,protein coding gene
ZNF486,human symbol,MGI:3652325,Gm14444,predicted gene 14444,protein coding gene
ZNF486,human symbol,MGI:2675306,Zfp930,zinc finger protein 930,protein coding gene
ZNF486,human symbol,MGI:3701121,Zfp982,zinc finger protein 982,protein coding gene
ZNF486,human symbol,MGI:1919389,Zfp1006,zinc finger protein 1006,protein coding gene
ZNF487,,No associated gene,,,
ZNF488,rat synonym,MGI:2686052,Zfp488,zinc finger protein 488,protein coding gene
ZNF490,human symbol,MGI:3652251,Gm14412,predicted gene 14412,protein coding gene
ZNF490,human symbol,MGI:3652324,Gm14443,predicted gene 14443,protein coding gene
ZNF490,human symbol,MGI:5591846,Gm32687,"predicted gene, 32687",protein coding gene
ZNF490,human symbol,MGI:3584369,Zfp866,zinc finger protein 866,protein coding gene
ZNF490,human symbol,MGI:3642994,Zfp936,zinc finger protein 936,protein coding gene
ZNF490,human symbol,MGI:2385298,Zfp958,zinc finger protein 958,protein coding gene
ZNF490,human symbol,MGI:1924053,Zfp998,zinc finger protein 998,protein coding gene
ZNF491,,No associated gene,,,
ZNF492,,No associated gene,,,
ZNF493,human symbol,MGI:2664334,Zfp457,zinc finger protein 457,protein coding gene
ZNF493,human symbol,MGI:3040691,Zfp458,zinc finger protein 458,protein coding gene
ZNF493,human symbol,MGI:3705222,Zfp600,zinc finger protein 600,protein coding gene
ZNF493,human symbol,MGI:3652002,Zfp1005,zinc finger protein 1005,protein coding gene
ZNF496,rat synonym,MGI:2679270,Zkscan17,zinc finger with KRAB and SCAN domains 17,protein coding gene
ZNF497,,No associated gene,,,
ZNF500,,No associated gene,,,
ZNF501,human symbol,MGI:3650075,Gm14401,predicted gene 14401,protein coding gene
ZNF501,human symbol,MGI:1918758,Zfp935,zinc finger protein 935,protein coding gene
ZNF501,human symbol,MGI:3779822,Zfp965,zinc finger protein 965,protein coding gene
ZNF501,human symbol,MGI:3615331,Zfp973,zinc finger protein 973,protein coding gene
ZNF501,human symbol,MGI:5439751,Zfp1002,zinc finger protein 1002,protein coding gene
ZNF502,,No associated gene,,,
ZNF503,synonym,MGI:1353644,Zfp503,zinc finger protein 503,protein coding gene
ZNF506,human symbol,MGI:3652325,Gm14444,predicted gene 14444,protein coding gene
ZNF506,human symbol,MGI:2675306,Zfp930,zinc finger protein 930,protein coding gene
ZNF506,human symbol,MGI:3701121,Zfp982,zinc finger protein 982,protein coding gene
ZNF506,human symbol,MGI:1919389,Zfp1006,zinc finger protein 1006,protein coding gene
ZNF507,rat synonym,MGI:1916378,Zfp507,zinc finger protein 507,protein coding gene
ZNF510,,No associated gene,,,
ZNF511,rat synonym,MGI:1917002,Zfp511,zinc finger protein 511,protein coding gene
ZNF512B,old symbol,MGI:2685478,Zfp512b,zinc finger protein 512B,protein coding gene
ZNF513,rat synonym,MGI:2141255,Zfp513,zinc finger protein 513,protein coding gene
ZNF514,,No associated gene,,,
ZNF516,rat synonym,MGI:2443957,Zfp516,zinc finger protein 516,protein coding gene
ZNF517,,No associated gene,,,
ZNF518A,rat synonym,MGI:1919922,Zfp518a,zinc finger protein 518A,protein coding gene
ZNF518B,human symbol,MGI:2140750,Zfp518b,zinc finger protein 518B,protein coding gene
ZNF519,human symbol,MGI:3039601,Zfp941,zinc finger protein 941,protein coding gene
ZNF521,rat synonym,MGI:95459,Zfp521,zinc finger protein 521,protein coding gene
ZNF525,human symbol,MGI:3648947,Zfp658,zinc finger protein 658,protein coding gene
ZNF526,human symbol,MGI:2445181,Zfp526,zinc finger protein 526,protein coding gene
ZNF526,zebrafish symbol,MGI:2442951,Zfp574,zinc finger protein 574,protein coding gene
ZNF527,,No associated gene,,,
ZNF528,human symbol,MGI:3779466,Gm5141,predicted gene 5141,protein coding gene
ZNF528,human symbol,MGI:99200,Zfp53,zinc finger protein 53,protein coding gene
ZNF528,human symbol,MGI:3652219,Zfp345,zinc finger protein 345,protein coding gene
ZNF528,human symbol,MGI:3053207,Zfp677,zinc finger protein 677,protein coding gene
ZNF528,human symbol,MGI:3040689,Zfp873,zinc finger protein 873,protein coding gene
ZNF528,human symbol,MGI:1924367,Zfp934,zinc finger protein 934,protein coding gene
ZNF528,human symbol,MGI:3036263,Zfp976,zinc finger protein 976,protein coding gene
ZNF528,human symbol,MGI:3836251,Zfp1004,zinc finger protein 1004,protein coding gene
ZNF529,,No associated gene,,,
ZNF530,,No associated gene,,,
ZNF532,rat synonym,MGI:3036282,Zfp532,zinc finger protein 532,protein coding gene
ZNF534,human symbol,MGI:3779466,Gm5141,predicted gene 5141,protein coding gene
ZNF534,human symbol,MGI:99200,Zfp53,zinc finger protein 53,protein coding gene
ZNF534,human symbol,MGI:3652219,Zfp345,zinc finger protein 345,protein coding gene
ZNF534,human symbol,MGI:3053207,Zfp677,zinc finger protein 677,protein coding gene
ZNF534,human symbol,MGI:3040689,Zfp873,zinc finger protein 873,protein coding gene
ZNF534,human symbol,MGI:1924367,Zfp934,zinc finger protein 934,protein coding gene
ZNF534,human symbol,MGI:3036263,Zfp976,zinc finger protein 976,protein coding gene
ZNF534,human symbol,MGI:3836251,Zfp1004,zinc finger protein 1004,protein coding gene
ZNF536,rat synonym,MGI:1926102,Zfp536,zinc finger protein 536,protein coding gene
ZNF540,,No associated gene,,,
ZNF543,,No associated gene,,,
ZNF544,,No associated gene,,,
ZNF546,,No associated gene,,,
ZNF547,,No associated gene,,,
ZNF548,,No associated gene,,,
ZNF549,,No associated gene,,,
ZNF550,,No associated gene,,,
ZNF551,human symbol,MGI:3588205,Zfp551,zinc finger protein 551,protein coding gene
ZNF552,,No associated gene,,,
ZNF554,,No associated gene,,,
ZNF555,,No associated gene,,,
ZNF556,,No associated gene,,,
ZNF557,human symbol,MGI:1921681,Zfp558,zinc finger protein 558,protein coding gene
ZNF558,human symbol,MGI:1921681,Zfp558,zinc finger protein 558,protein coding gene
ZNF559,,No associated gene,,,
ZNF560,,No associated gene,,,
ZNF561,human symbol,MGI:1924769,Zfp266,zinc finger protein 266,protein coding gene
ZNF562,human symbol,MGI:1924769,Zfp266,zinc finger protein 266,protein coding gene
ZNF563,,No associated gene,,,
ZNF564,,No associated gene,,,
ZNF565,,No associated gene,,,
ZNF566,human symbol,MGI:1919806,Zfp566,zinc finger protein 566,protein coding gene
ZNF567,,No associated gene,,,
ZNF568,,No associated gene,,,
ZNF569,rat synonym,MGI:107784,Zfp74,zinc finger protein 74,protein coding gene
ZNF57,,No associated gene,,,
ZNF570,,No associated gene,,,
ZNF571,,No associated gene,,,
ZNF572,,No associated gene,,,
ZNF573,,No associated gene,,,
ZNF574,rat synonym,MGI:2442951,Zfp574,zinc finger protein 574,protein coding gene
ZNF574,zebrafish symbol,MGI:2442757,Zfp667,zinc finger protein 667,protein coding gene
ZNF575,rat synonym,MGI:2141921,Zfp575,zinc finger protein 575,protein coding gene
ZNF576,,No associated gene,,,
ZNF577,,No associated gene,,,
ZNF578,,No associated gene,,,
ZNF579,rat synonym,MGI:1915740,Zfp579,zinc finger protein 579,protein coding gene
ZNF580,rat synonym,MGI:1916242,Zfp580,zinc finger protein 580,protein coding gene
ZNF581,human synonym,MGI:2385900,Ccdc106,coiled-coil domain containing 106,protein coding gene
ZNF582,human symbol,MGI:3782026,Zfp582,zinc finger protein 582,protein coding gene
ZNF583,human symbol,MGI:2682297,Zfp583,zinc finger protein 583,protein coding gene
ZNF584,,No associated gene,,,
ZNF585A,human symbol,MGI:99174,Zfp27,zinc finger protein 27,protein coding gene
ZNF585B,human symbol,MGI:99174,Zfp27,zinc finger protein 27,protein coding gene
ZNF586,,No associated gene,,,
ZNF587,,No associated gene,,,
ZNF587B,,No associated gene,,,
ZNF589,,No associated gene,,,
ZNF592,rat synonym,MGI:2443541,Zfp592,zinc finger protein 592,protein coding gene
ZNF594,,No associated gene,,,
ZNF595,human symbol,MGI:3652251,Gm14412,predicted gene 14412,protein coding gene
ZNF595,human symbol,MGI:3652324,Gm14443,predicted gene 14443,protein coding gene
ZNF595,human symbol,MGI:5591846,Gm32687,"predicted gene, 32687",protein coding gene
ZNF595,human symbol,MGI:99205,Zfp58,zinc finger protein 58,protein coding gene
ZNF595,human symbol,MGI:107767,Zfp85,zinc finger protein 85,protein coding gene
ZNF595,human symbol,MGI:3040707,Zfp595,zinc finger protein 595,protein coding gene
ZNF595,human symbol,MGI:3040703,Zfp874a,zinc finger protein 874a,protein coding gene
ZNF595,human symbol,MGI:3642994,Zfp936,zinc finger protein 936,protein coding gene
ZNF595,human symbol,MGI:2385298,Zfp958,zinc finger protein 958,protein coding gene
ZNF595,human symbol,MGI:1924053,Zfp998,zinc finger protein 998,protein coding gene
ZNF596,,No associated gene,,,
ZNF597,rat synonym,MGI:1918313,Zfp597,zinc finger protein 597,protein coding gene
ZNF598,rat synonym,MGI:2670965,Zfp598,zinc finger protein 598,protein coding gene
ZNF599,,No associated gene,,,
ZNF600,human symbol,MGI:2664334,Zfp457,zinc finger protein 457,protein coding gene
ZNF600,human symbol,MGI:3040691,Zfp458,zinc finger protein 458,protein coding gene
ZNF600,human symbol,MGI:3705222,Zfp600,zinc finger protein 600,protein coding gene
ZNF600,human symbol,MGI:3652002,Zfp1005,zinc finger protein 1005,protein coding gene
ZNF605,human symbol,MGI:2444933,Zfp605,zinc finger protein 605,protein coding gene
ZNF606,rat synonym,MGI:1914620,Zfp606,zinc finger protein 606,protein coding gene
ZNF607,human symbol,MGI:107780,Zfp84,zinc finger protein 84,protein coding gene
ZNF608,rat synonym,MGI:2442338,Zfp608,zinc finger protein 608,protein coding gene
ZNF609,rat synonym,MGI:2674092,Zfp609,zinc finger protein 609,protein coding gene
ZNF610,,No associated gene,,,
ZNF611,human symbol,MGI:3651999,Zfp442,zinc finger protein 442,protein coding gene
ZNF611,human symbol,MGI:1924450,Zfp1007,zinc finger protein 1007,protein coding gene
ZNF613,,No associated gene,,,
ZNF614,,No associated gene,,,
ZNF615,human symbol,MGI:3705222,Zfp600,zinc finger protein 600,protein coding gene
ZNF615,human symbol,MGI:3652002,Zfp1005,zinc finger protein 1005,protein coding gene
ZNF616,human symbol,MGI:3779466,Gm5141,predicted gene 5141,protein coding gene
ZNF616,human symbol,MGI:99200,Zfp53,zinc finger protein 53,protein coding gene
ZNF616,human symbol,MGI:3652219,Zfp345,zinc finger protein 345,protein coding gene
ZNF616,human symbol,MGI:3053207,Zfp677,zinc finger protein 677,protein coding gene
ZNF616,human symbol,MGI:3040689,Zfp873,zinc finger protein 873,protein coding gene
ZNF616,human symbol,MGI:1924367,Zfp934,zinc finger protein 934,protein coding gene
ZNF616,human symbol,MGI:3036263,Zfp976,zinc finger protein 976,protein coding gene
ZNF616,human symbol,MGI:3836251,Zfp1004,zinc finger protein 1004,protein coding gene
ZNF618,rat synonym,MGI:1919950,Zfp618,zinc finger protein 618,protein coding gene
ZNF619,,No associated gene,,,
ZNF620,,No associated gene,,,
ZNF621,,No associated gene,,,
ZNF623,human symbol,MGI:1926084,Zfp623,zinc finger protein 623,protein coding gene
ZNF624,,No associated gene,,,
ZNF625,human symbol,MGI:2385315,Zfp825,zinc finger protein 825,protein coding gene
ZNF625,human symbol,MGI:3649811,Zfp1010,zinc finger protein 1010,protein coding gene
ZNF626,,No associated gene,,,
ZNF627,,No associated gene,,,
ZNF628,human symbol,MGI:2665174,Zfp628,zinc finger protein 628,protein coding gene
ZNF629,rat synonym,MGI:2444524,Zfp629,zinc finger protein 629,protein coding gene
ZNF630,,No associated gene,,,
ZNF639,rat synonym,MGI:1915028,Zfp639,zinc finger protein 639,protein coding gene
ZNF641,rat synonym,MGI:2442788,Zfp641,zinc finger protein 641,protein coding gene
ZNF644,rat synonym,MGI:1277212,Zfp644,zinc finger protein 644,protein coding gene
ZNF645,human synonym,MGI:2144842,Cbll1,Cbl proto-oncogene like 1,protein coding gene
ZNF646,rat synonym,MGI:3665412,Zfp646,zinc finger protein 646,protein coding gene
ZNF648,human symbol,MGI:2685049,Zfp648,zinc finger protein 648,protein coding gene
ZNF649,,No associated gene,,,
ZNF652,rat synonym,MGI:2442221,Zfp652,zinc finger protein 652,protein coding gene
ZNF654,rat synonym,MGI:1919270,Zfp654,zinc finger protein 654,protein coding gene
ZNF655,rat synonym,MGI:1919861,Zfp655,zinc finger protein 655,protein coding gene
ZNF658,,No associated gene,,,
ZNF66,,No associated gene,,,
ZNF660,,No associated gene,,,
ZNF662,,No associated gene,,,
ZNF664,human symbol,MGI:2442505,Zfp664,zinc finger protein 664,protein coding gene
ZNF665,human symbol,MGI:108187,Zfp160,zinc finger protein 160,protein coding gene
ZNF667,rat synonym,MGI:2442757,Zfp667,zinc finger protein 667,protein coding gene
ZNF668,rat synonym,MGI:2442943,Zfp668,zinc finger protein 668,protein coding gene
ZNF669,,No associated gene,,,
ZNF670,human symbol,MGI:1919321,2010315B03Rik,RIKEN cDNA 2010315B03 gene,protein coding gene
ZNF670,human symbol,MGI:1917882,5730507C01Rik,RIKEN cDNA 5730507C01 gene,protein coding gene
ZNF670,human symbol,MGI:2142079,AI987944,expressed sequence AI987944,protein coding gene
ZNF670,human symbol,MGI:3652185,Gm14322,predicted gene 14322,protein coding gene
ZNF670,human symbol,MGI:3649813,Gm14403,predicted gene 14403,protein coding gene
ZNF670,human symbol,MGI:3702408,Gm14418,predicted gene 14418,protein coding gene
ZNF670,human symbol,MGI:4937894,Gm17067,predicted gene 17067,protein coding gene
ZNF670,human symbol,MGI:2681848,Zfp867,zinc finger protein 867,protein coding gene
ZNF670,human symbol,MGI:2441662,Zfp931,zinc finger protein 931,protein coding gene
ZNF670,human symbol,MGI:2441896,Zfp951,zinc finger protein 951,protein coding gene
ZNF670,human symbol,MGI:3645327,Zfp977,zinc finger protein 977,protein coding gene
ZNF671,,No associated gene,,,
ZNF672,rat synonym,MGI:2442105,Zfp672,zinc finger protein 672,protein coding gene
ZNF674,,No associated gene,,,
ZNF675,,No associated gene,,,
ZNF676,human symbol,MGI:3705222,Zfp600,zinc finger protein 600,protein coding gene
ZNF676,human symbol,MGI:3652002,Zfp1005,zinc finger protein 1005,protein coding gene
ZNF677,,No associated gene,,,
ZNF678,human symbol,MGI:3040707,Zfp595,zinc finger protein 595,protein coding gene
ZNF679,human symbol,MGI:3652325,Gm14444,predicted gene 14444,protein coding gene
ZNF679,human symbol,MGI:2675306,Zfp930,zinc finger protein 930,protein coding gene
ZNF679,human symbol,MGI:3701121,Zfp982,zinc finger protein 982,protein coding gene
ZNF679,human symbol,MGI:1919389,Zfp1006,zinc finger protein 1006,protein coding gene
ZNF680,,No associated gene,,,
ZNF681,human symbol,MGI:1925501,Zfp712,zinc finger protein 712,protein coding gene
ZNF682,,No associated gene,,,
ZNF683,human symbol,MGI:3650254,Zfp683,zinc finger protein 683,protein coding gene
ZNF684,,No associated gene,,,
ZNF687,human symbol,MGI:1925516,Zfp687,zinc finger protein 687,protein coding gene
ZNF688,rat synonym,MGI:1916484,Zfp688,zinc finger protein 688,protein coding gene
ZNF689,rat synonym,MGI:2444524,Zfp629,zinc finger protein 629,protein coding gene
ZNF689,rat synonym,MGI:1918381,Zfp689,zinc finger protein 689,protein coding gene
ZNF69,,No associated gene,,,
ZNF691,rat synonym,MGI:3041163,Zfp691,zinc finger protein 691,protein coding gene
ZNF692,rat synonym,MGI:2144276,Zfp692,zinc finger protein 692,protein coding gene
ZNF695,,No associated gene,,,
ZNF696,human symbol,MGI:2442738,Zfp696,zinc finger protein 696,protein coding gene
ZNF697,rat synonym,MGI:2139736,Zfp697,zinc finger protein 697,protein coding gene
ZNF699,,No associated gene,,,
ZNF7,rat synonym,MGI:99208,Zfp7,zinc finger protein 7,protein coding gene
ZNF70,,No associated gene,,,
ZNF700,,No associated gene,,,
ZNF701,,No associated gene,,,
ZNF703,rat synonym,MGI:2662729,Zfp703,zinc finger protein 703,protein coding gene
ZNF704,rat synonym,MGI:2180715,Zfp704,zinc finger protein 704,protein coding gene
ZNF705A,,No associated gene,,,
ZNF705B,,No associated gene,,,
ZNF705D,,No associated gene,,,
ZNF705E,,No associated gene,,,
ZNF705G,,No associated gene,,,
ZNF706,rat synonym,MGI:1915286,Zfp706,zinc finger protein 706,protein coding gene
ZNF707,rat synonym,MGI:1916270,Zfp707,zinc finger protein 707,protein coding gene
ZNF708,human symbol,MGI:3652251,Gm14412,predicted gene 14412,protein coding gene
ZNF708,human symbol,MGI:3652324,Gm14443,predicted gene 14443,protein coding gene
ZNF708,human symbol,MGI:5591846,Gm32687,"predicted gene, 32687",protein coding gene
ZNF708,human symbol,MGI:3642994,Zfp936,zinc finger protein 936,protein coding gene
ZNF708,human symbol,MGI:2385298,Zfp958,zinc finger protein 958,protein coding gene
ZNF708,human symbol,MGI:1924053,Zfp998,zinc finger protein 998,protein coding gene
ZNF709,human symbol,MGI:3588272,Zfp872,zinc finger protein 872,protein coding gene
ZNF71,,No associated gene,,,
ZNF710,rat synonym,MGI:1921747,Zfp710,zinc finger protein 710,protein coding gene
ZNF711,rat synonym,MGI:3045342,Zfp711,zinc finger protein 711,protein coding gene
ZNF713,,No associated gene,,,
ZNF714,,No associated gene,,,
ZNF716,human symbol,MGI:3652251,Gm14412,predicted gene 14412,protein coding gene
ZNF716,human symbol,MGI:3652324,Gm14443,predicted gene 14443,protein coding gene
ZNF716,human symbol,MGI:5591846,Gm32687,"predicted gene, 32687",protein coding gene
ZNF716,human symbol,MGI:3642994,Zfp936,zinc finger protein 936,protein coding gene
ZNF716,human symbol,MGI:2385298,Zfp958,zinc finger protein 958,protein coding gene
ZNF716,human symbol,MGI:1924053,Zfp998,zinc finger protein 998,protein coding gene
ZNF717,,No associated gene,,,
